type,n_p,p_p
pp,11,11
np,-2,0
pp,13,0
np,-2,13
np,0,0
pp,14,12
pp,12,11
np,-2,0
pp,13,0
np,-1,14
np,0,0
pp,13,11
pp,11,11
np,-3,0
pp,13,0
np,-3,13
np,0,0
pp,14,12
pp,12,11
np,-3,0
pp,13,0
np,-2,14
np,0,0
pp,15,13
pp,13,11
np,-3,0
pp,13,0
np,-1,15
np,0,0
pp,13,10
pp,10,10
np,-1,0
pp,13,0
np,-1,13
np,0,0
pp,13,10
pp,10,10
np,-2,0
pp,13,0
np,-2,13
np,0,0
pp,14,11
pp,11,10
np,-2,0
pp,13,0
np,-1,14
np,0,0
pp,13,9
pp,9,9
np,-1,0
pp,13,0
np,-1,13
np,0,0
pp,13,9
pp,9,9
np,-2,0
pp,13,0
np,-2,13
np,0,0
pp,14,10
pp,10,9
np,-2,0
pp,13,0
np,-1,14
np,0,0
pp,13,8
pp,8,8
np,-1,0
pp,13,0
np,-1,13
np,0,0
pp,13,7
pp,7,7
np,-1,0
pp,13,0
np,-1,13
np,0,0
pp,14,14
pp,14,14
np,-1,0
pp,14,0
np,-1,14
np,0,0
pp,14,14
pp,14,14
np,-2,0
pp,14,0
np,-2,14
np,0,0
pp,15,15
pp,15,14
np,-2,0
pp,14,0
np,-1,15
np,0,0
pp,14,14
pp,14,14
np,-3,0
pp,14,0
np,-3,14
np,0,0
pp,15,15
pp,15,14
np,-3,0
pp,14,0
np,-2,15
np,0,0
pp,16,16
pp,16,14
np,-3,0
pp,14,0
np,-1,16
np,0,0
pp,14,13
pp,13,13
np,-1,0
pp,14,0
np,-1,14
np,0,0
pp,14,13
pp,13,13
np,-2,0
pp,14,0
np,-2,14
np,0,0
pp,15,14
pp,14,13
np,-2,0
pp,14,0
np,-1,15
np,0,0
pp,14,13
pp,13,13
np,-3,0
pp,14,0
np,-3,14
np,0,0
pp,15,14
pp,14,13
np,-3,0
pp,14,0
np,-2,15
np,0,0
pp,16,15
pp,15,13
np,-3,0
pp,14,0
np,-1,16
np,0,0
pp,14,12
pp,12,12
np,-1,0
pp,14,0
np,-1,14
np,0,0
pp,14,12
pp,12,12
np,-2,0
pp,14,0
np,-2,14
np,0,0
pp,15,13
pp,13,12
np,-2,0
pp,14,0
np,-1,15
np,0,0
pp,14,11
pp,11,11
np,-1,0
pp,14,0
np,-1,14
np,0,0
pp,14,11
pp,11,11
np,-2,0
pp,14,0
np,-2,14
np,0,0
pp,15,12
pp,12,11
np,-2,0
pp,14,0
np,-1,15
np,0,0
pp,14,10
pp,10,10
np,-1,0
pp,14,0
np,-1,14
np,0,0
pp,14,9
pp,9,9
np,-1,0
pp,14,0
np,-1,14
np,0,0
pp,15,15
pp,15,15
np,-1,0
pp,15,0
np,-1,15
np,0,0
pp,15,15
pp,15,15
np,-2,0
pp,15,0
np,-2,15
np,0,0
pp,16,16
pp,16,15
np,-2,0
pp,15,0
np,-1,16
np,0,0
pp,15,15
pp,15,15
np,-3,0
pp,15,0
np,-3,15
np,0,0
pp,16,16
pp,16,15
np,-3,0
pp,15,0
np,-2,16
np,0,0
pp,17,17
pp,17,15
np,-3,0
pp,15,0
np,-1,17
np,0,0
pp,15,14
pp,14,14
np,-1,0
pp,15,0
np,-1,15
np,0,0
pp,15,14
pp,14,14
np,-2,0
pp,15,0
np,-2,15
np,0,0
pp,16,15
pp,15,14
np,-2,0
pp,15,0
np,-1,16
np,0,0
pp,15,13
pp,13,13
np,-1,0
pp,15,0
np,-1,15
np,0,0
pp,15,13
pp,13,13
np,-2,0
pp,15,0
np,-2,15
np,0,0
pp,16,14
pp,14,13
np,-2,0
pp,15,0
np,-1,16
np,0,0
pp,15,12
pp,12,12
np,-1,0
pp,15,0
np,-1,15
np,0,0
pp,15,11
pp,11,11
np,-1,0
pp,15,0
np,-1,15
np,0,0
pp,16,16
pp,16,16
np,-1,0
pp,16,0
np,-1,16
np,0,0
pp,16,16
pp,16,16
np,-2,0
pp,16,0
np,-2,16
np,0,0
pp,17,17
pp,17,16
np,-2,0
pp,16,0
np,-1,17
np,0,0
pp,16,15
pp,15,15
np,-1,0
pp,16,0
np,-1,16
np,0,0
pp,16,15
pp,15,15
np,-2,0
pp,16,0
np,-2,16
np,0,0
pp,17,16
pp,16,15
np,-2,0
pp,16,0
np,-1,17
np,0,0
pp,16,14
pp,14,14
np,-1,0
pp,16,0
np,-1,16
np,0,0
pp,16,13
pp,13,13
np,-1,0
pp,16,0
np,-1,16
np,0,0
pp,17,17
pp,17,17
np,-1,0
pp,17,0
np,-1,17
np,0,0
pp,17,17
pp,17,17
np,-2,0
pp,17,0
np,-2,17
np,0,0
pp,18,18
pp,18,17
np,-2,0
pp,17,0
np,-1,18
np,0,0
pp,17,16
pp,16,16
np,-1,0
pp,17,0
np,-1,17
np,0,0
pp,17,15
pp,15,15
np,-1,0
pp,17,0
np,-1,17
np,0,0
pp,18,18
pp,18,18
np,-1,0
pp,18,0
np,-1,18
np,0,0
pp,18,17
pp,17,17
np,-1,0
pp,18,0
np,-1,18
np,0,0
pp,19,19
pp,19,19
np,-1,0
pp,19,0
np,-1,19
