Name,Alexander (vector)
12n_601,{0; 6; 1; -3; 6; -7; 6; -3; 1}
12n_602,{0; 6; 1; -9; 24; -31; 24; -9; 1}
12n_603,{0; 8; 1; -4; 4; 0; -3; 0; 4; -4; 1}
12n_604,{0; 8; 1; -4; 10; -16; 19; -16; 10; -4; 1}
12n_605,{0; 8; 1; -2; 0; 4; -7; 4; 0; -2; 1}
12n_606,{0; 6; 2; -8; 18; -23; 18; -8; 2}
12n_607,{0; 6; 2; -7; 13; -15; 13; -7; 2}
12n_608,{0; 4; 3; -10; 15; -10; 3}
12n_609,{0; 8; 1; -4; 7; -6; 5; -6; 7; -4; 1}
12n_610,{0; 8; 1; -4; 8; -12; 15; -12; 8; -4; 1}
12n_611,{0; 6; 2; -9; 17; -19; 17; -9; 2}
12n_612,{0; 6; 1; -9; 23; -29; 23; -9; 1}
12n_613,{0; 8; 1; -6; 15; -23; 27; -23; 15; -6; 1}
12n_614,{0; 6; 1; -6; 17; -25; 17; -6; 1}
12n_615,{0; 8; 1; -6; 15; -19; 17; -19; 15; -6; 1}
12n_616,{0; 6; 1; -6; 15; -21; 15; -6; 1}
12n_617,{0; 6; 1; -3; 0; 3; 0; -3; 1}
12n_618,{0; 8; 1; -6; 15; -21; 21; -21; 15; -6; 1}
12n_619,{0; 8; 1; -6; 14; -15; 13; -15; 14; -6; 1}
12n_620,{0; 6; 2; -13; 34; -45; 34; -13; 2}
12n_621,{0; 6; 1; -7; 23; -33; 23; -7; 1}
12n_622,{0; 8; 1; -6; 14; -19; 19; -19; 14; -6; 1}
12n_623,{0; 8; 1; -5; 10; -8; 5; -8; 10; -5; 1}
12n_624,{0; 8; 1; -3; 0; 6; -9; 6; 0; -3; 1}
12n_625,{0; 8; 1; -5; 12; -18; 19; -18; 12; -5; 1}
12n_626,{0; 6; 2; -15; 36; -47; 36; -15; 2}
12n_627,{0; 8; 1; -4; 12; -25; 33; -25; 12; -4; 1}
12n_628,{0; 6; 1; -8; 25; -37; 25; -8; 1}
12n_629,{0; 6; 1; -4; 6; -5; 6; -4; 1}
12n_630,{0; 6; 1; -4; 3; 1; 3; -4; 1}
12n_631,{0; 6; 1; -6; 19; -29; 19; -6; 1}
12n_632,{0; 8; 1; -7; 19; -30; 33; -30; 19; -7; 1}
12n_633,{0; 6; 2; -10; 22; -29; 22; -10; 2}
12n_634,{0; 6; 1; -5; 11; -13; 11; -5; 1}
12n_635,{0; 8; 1; -7; 19; -32; 39; -32; 19; -7; 1}
12n_636,{0; 6; 1; -7; 19; -27; 19; -7; 1}
12n_637,{0; 6; 2; -13; 32; -41; 32; -13; 2}
12n_638,{0; 6; 2; -3; 2; -1; 2; -3; 2}
12n_639,{0; 8; 1; -4; 5; -5; 5; -5; 5; -4; 1}
12n_640,{0; 8; 1; 0; -3; 7; -9; 7; -3; 0; 1}
12n_641,{0; 8; 1; -4; 9; -13; 15; -13; 9; -4; 1}
12n_642,{0; 4; 1; 7; -15; 7; 1}
12n_643,{0; 6; 2; -8; 10; -9; 10; -8; 2}
12n_644,{0; 6; 2; -2; 0; 1; 0; -2; 2}
12n_645,{0; 6; 2; -8; 16; -19; 16; -8; 2}
12n_646,{0; 8; 1; -5; 12; -21; 25; -21; 12; -5; 1}
12n_647,{0; 8; 1; 0; -3; 6; -7; 6; -3; 0; 1}
12n_648,{0; 8; 1; -4; 3; 1; -3; 1; 3; -4; 1}
12n_649,{0; 8; 1; -5; 11; -14; 15; -14; 11; -5; 1}
12n_650,{0; 4; 1; -4; 7; -4; 1}
12n_651,{0; 6; 2; -11; 28; -37; 28; -11; 2}
12n_652,{0; 8; 1; -5; 15; -30; 37; -30; 15; -5; 1}
12n_653,{0; 8; 1; -4; 5; -6; 7; -6; 5; -4; 1}
12n_654,{0; 6; 2; -8; 9; -7; 9; -8; 2}
12n_655,{0; 6; 2; -2; -1; 3; -1; -2; 2}
12n_656,{0; 6; 2; -10; 23; -29; 23; -10; 2}
12n_657,{0; 8; 1; -4; 9; -16; 21; -16; 9; -4; 1}
12n_658,{0; 8; 1; -5; 12; -17; 19; -17; 12; -5; 1}
12n_659,{0; 6; 2; -10; 16; -17; 16; -10; 2}
12n_660,{0; 6; 1; 3; -12; 17; -12; 3; 1}
12n_661,{0; 6; 2; -6; 5; -3; 5; -6; 2}
12n_662,{0; 6; 2; -8; 13; -13; 13; -8; 2}
12n_663,{0; 8; 1; -6; 15; -23; 25; -23; 15; -6; 1}
12n_664,{0; 8; 1; -7; 20; -34; 41; -34; 20; -7; 1}
12n_665,{0; 4; 2; -10; 15; -10; 2}
12n_666,{0; 8; 1; -4; 10; -16; 19; -16; 10; -4; 1}
12n_667,{0; 6; 2; -8; 17; -21; 17; -8; 2}
12n_668,{0; 8; 1; -5; 13; -21; 25; -21; 13; -5; 1}
12n_669,{0; 6; 2; -10; 23; -29; 23; -10; 2}
12n_670,{0; 8; 1; -2; 3; -4; 5; -4; 3; -2; 1}
12n_671,{0; 8; 1; -6; 13; -18; 19; -18; 13; -6; 1}
12n_672,{0; 6; 1; -4; 12; -17; 12; -4; 1}
12n_673,{0; 8; 1; -1; 0; 0; 1; 0; 0; -1; 1}
12n_674,{0; 8; 1; -5; 10; -14; 15; -14; 10; -5; 1}
12n_675,{0; 8; 1; -3; 6; -8; 9; -8; 6; -3; 1}
12n_676,{0; 6; 2; -2; -4; 9; -4; -2; 2}
12n_677,{0; 6; 2; -10; 20; -25; 20; -10; 2}
12n_678,{0; 6; 2; -8; 18; -23; 18; -8; 2}
12n_679,{0; 10; 1; -1; -1; 4; -6; 7; -6; 4; -1; -1; 1}
12n_680,{0; 8; 2; -3; -1; 8; -11; 8; -1; -3; 2}
12n_681,{0; 8; 1; -2; 3; -4; 5; -4; 3; -2; 1}
12n_682,{0; 8; 1; -6; 13; -18; 19; -18; 13; -6; 1}
12n_683,{0; 8; 1; -4; 11; -18; 21; -18; 11; -4; 1}
12n_684,{0; 8; 1; -4; 10; -15; 17; -15; 10; -4; 1}
12n_685,{0; 6; 2; -8; 18; -23; 18; -8; 2}
12n_686,{0; 8; 1; -5; 13; -19; 21; -19; 13; -5; 1}
12n_687,{0; 6; 2; -10; 25; -33; 25; -10; 2}
12n_688,{0; 10; 1; -1; -1; 5; -9; 11; -9; 5; -1; -1; 1}
12n_689,{0; 8; 2; -3; 0; 5; -7; 5; 0; -3; 2}
12n_690,{0; 6; 1; 2; -12; 19; -12; 2; 1}
12n_691,{0; 8; 2; -3; -2; 12; -17; 12; -2; -3; 2}
12n_692,{0; 8; 2; -3; -2; 12; -17; 12; -2; -3; 2}
12n_693,{0; 8; 1; -4; 2; 7; -13; 7; 2; -4; 1}
12n_694,{0; 8; 1; 0; -4; 9; -11; 9; -4; 0; 1}
12n_695,{0; 8; 1; -4; 10; -17; 21; -17; 10; -4; 1}
12n_696,{0; 8; 1; -4; 2; 7; -13; 7; 2; -4; 1}
12n_697,{0; 8; 1; -4; 6; -1; -3; -1; 6; -4; 1}
12n_698,{0; 6; 2; -12; 25; -31; 25; -12; 2}
12n_699,{0; 4; 2; -12; 19; -12; 2}
12n_700,{0; 6; 2; -11; 21; -25; 21; -11; 2}
12n_701,{0; 4; 3; -16; 25; -16; 3}
12n_702,{0; 6; 2; -12; 28; -37; 28; -12; 2}
12n_703,{0; 8; 1; -5; 11; -13; 13; -13; 11; -5; 1}
12n_704,{0; 4; 4; -15; 23; -15; 4}
12n_705,{0; 6; 1; -9; 26; -37; 26; -9; 1}
12n_706,{0; 8; 1; -4; 6; -8; 11; -8; 6; -4; 1}
12n_707,{0; 8; 1; -4; 11; -17; 19; -17; 11; -4; 1}
12n_708,{0; 8; 1; -3; 6; -9; 11; -9; 6; -3; 1}
12n_709,{0; 8; 1; -4; 8; -11; 13; -11; 8; -4; 1}
12n_710,{0; 6; 2; -10; 22; -27; 22; -10; 2}
12n_711,{0; 8; 1; -5; 13; -23; 29; -23; 13; -5; 1}
12n_712,{0; 6; 3; -13; 27; -33; 27; -13; 3}
12n_713,{0; 6; 3; -11; 20; -23; 20; -11; 3}
12n_714,{0; 6; 3; -14; 30; -37; 30; -14; 3}
12n_715,{0; 4; 6; -22; 33; -22; 6}
12n_716,{0; 6; 2; -9; 18; -21; 18; -9; 2}
12n_717,{0; 6; 1; -4; 12; -17; 12; -4; 1}
12n_718,{0; 6; 2; -7; 12; -13; 12; -7; 2}
12n_719,{0; 6; 1; -5; 13; -17; 13; -5; 1}
12n_720,{0; 6; 2; -11; 23; -29; 23; -11; 2}
12n_721,{0; 8; 1; -2; 3; -4; 5; -4; 3; -2; 1}
12n_722,{0; 8; 1; -4; 7; -10; 11; -10; 7; -4; 1}
12n_723,{0; 6; 2; -4; 3; -1; 3; -4; 2}
12n_724,{0; 6; 2; -8; 13; -15; 13; -8; 2}
12n_725,{0; 10; 1; -1; 0; 1; -2; 3; -2; 1; 0; -1; 1}
12n_726,{0; 4; 4; -16; 23; -16; 4}
12n_727,{0; 6; 2; -10; 21; -25; 21; -10; 2}
12n_728,{0; 8; 1; -5; 13; -22; 25; -22; 13; -5; 1}
12n_729,{0; 6; 2; -9; 16; -19; 16; -9; 2}
12n_730,{0; 6; 1; -4; 11; -15; 11; -4; 1}
12n_731,{0; 6; 2; -11; 28; -39; 28; -11; 2}
12n_732,{0; 6; 1; -9; 28; -39; 28; -9; 1}
12n_733,{0; 6; 2; -12; 31; -41; 31; -12; 2}
12n_734,{0; 6; 2; -10; 19; -23; 19; -10; 2}
12n_735,{0; 4; 4; -18; 27; -18; 4}
12n_736,{0; 6; 2; -13; 36; -49; 36; -13; 2}
12n_737,{0; 6; 2; -7; 9; -9; 9; -7; 2}
12n_738,{0; 6; 2; -13; 30; -39; 30; -13; 2}
12n_739,{0; 8; 1; -4; 5; 1; -5; 1; 5; -4; 1}
12n_740,{0; 6; 2; -10; 24; -33; 24; -10; 2}
12n_741,{0; 6; 3; -11; 21; -25; 21; -11; 3}
12n_742,{0; 6; 2; -9; 21; -27; 21; -9; 2}
12n_743,{0; 4; 6; -21; 31; -21; 6}
12n_744,{0; 6; 2; -9; 15; -17; 15; -9; 2}
12n_745,{0; 6; 1; -10; 30; -43; 30; -10; 1}
12n_746,{0; 6; 2; -11; 28; -37; 28; -11; 2}
12n_747,{0; 8; 1; -5; 13; -20; 23; -20; 13; -5; 1}
12n_748,{0; 8; 1; -4; 9; -16; 19; -16; 9; -4; 1}
12n_749,{0; 6; 1; -1; 1; -1; 1; -1; 1}
12n_750,{0; 4; 2; -5; 7; -5; 2}
12n_751,{0; 8; 1; -4; 9; -13; 15; -13; 9; -4; 1}
12n_752,{0; 6; 2; -9; 20; -25; 20; -9; 2}
12n_753,{0; 6; 2; -11; 24; -31; 24; -11; 2}
12n_754,{0; 8; 1; -5; 13; -21; 25; -21; 13; -5; 1}
12n_755,{0; 6; 1; -10; 29; -39; 29; -10; 1}
12n_756,{0; 6; 2; -10; 23; -29; 23; -10; 2}
12n_757,{0; 6; 1; -9; 28; -39; 28; -9; 1}
12n_758,{0; 6; 5; -14; 21; -23; 21; -14; 5}
12n_759,{0; 4; 7; -28; 41; -28; 7}
12n_760,{0; 6; 2; -11; 29; -41; 29; -11; 2}
12n_761,{0; 8; 1; -5; 10; -10; 9; -10; 10; -5; 1}
12n_762,{0; 8; 1; -5; 10; -12; 13; -12; 10; -5; 1}
12n_763,{0; 6; 1; -12; 36; -51; 36; -12; 1}
12n_764,{0; 6; 3; -5; 3; -1; 3; -5; 3}
12n_765,{0; 6; 3; -15; 31; -39; 31; -15; 3}
12n_766,{0; 6; 3; -13; 21; -23; 21; -13; 3}
12n_767,{0; 8; 1; -4; 9; -15; 17; -15; 9; -4; 1}
12n_768,{0; 6; 1; -3; 5; -7; 5; -3; 1}
12n_769,{0; 6; 2; -8; 20; -27; 20; -8; 2}
12n_770,{0; 6; 3; -16; 35; -45; 35; -16; 3}
12n_771,{0; 6; 2; -10; 24; -31; 24; -10; 2}
12n_772,{0; 6; 3; -13; 29; -37; 29; -13; 3}
12n_773,{0; 6; 3; -11; 19; -23; 19; -11; 3}
12n_774,{0; 4; 4; -13; 17; -13; 4}
12n_775,{0; 8; 1; -6; 17; -27; 29; -27; 17; -6; 1}
12n_776,{0; 8; 1; -6; 15; -21; 21; -21; 15; -6; 1}
12n_777,{0; 6; 2; -8; 14; -17; 14; -8; 2}
12n_778,{0; 6; 3; -11; 18; -21; 18; -11; 3}
12n_779,{0; 6; 2; -11; 26; -33; 26; -11; 2}
12n_780,{0; 6; 1; -8; 19; -25; 19; -8; 1}
12n_781,{0; 8; 1; -4; 10; -19; 25; -19; 10; -4; 1}
12n_782,{0; 6; 2; -8; 18; -25; 18; -8; 2}
12n_783,{0; 6; 2; -11; 30; -41; 30; -11; 2}
12n_784,{0; 8; 1; -6; 15; -25; 29; -25; 15; -6; 1}
12n_785,{0; 4; 6; -23; 33; -23; 6}
12n_786,{0; 6; 2; -12; 33; -45; 33; -12; 2}
12n_787,{0; 8; 1; -4; 9; -14; 15; -14; 9; -4; 1}
12n_788,{0; 6; 2; -10; 25; -35; 25; -10; 2}
12n_789,{0; 6; 2; -9; 20; -27; 20; -9; 2}
12n_790,{0; 8; 1; -5; 15; -28; 35; -28; 15; -5; 1}
12n_791,{0; 8; 1; -5; 13; -18; 19; -18; 13; -5; 1}
12n_792,{0; 8; 1; -4; 10; -16; 17; -16; 10; -4; 1}
12n_793,{0; 6; 3; -9; 12; -13; 12; -9; 3}
12n_794,{0; 6; 2; -9; 23; -33; 23; -9; 2}
12n_795,{0; 4; 6; -20; 27; -20; 6}
12n_796,{0; 6; 2; -11; 22; -27; 22; -11; 2}
12n_797,{0; 4; 3; -15; 23; -15; 3}
12n_798,{0; 6; 1; -7; 22; -31; 22; -7; 1}
12n_799,{0; 6; 2; -13; 32; -41; 32; -13; 2}
12n_800,{0; 8; 1; -5; 13; -24; 29; -24; 13; -5; 1}
12n_801,{0; 4; 1; -5; 7; -5; 1}
12n_802,{0; 8; 1; -5; 14; -25; 31; -25; 14; -5; 1}
12n_803,{0; 8; 1; -5; 14; -21; 23; -21; 14; -5; 1}
12n_804,{0; 8; 1; -4; 11; -20; 23; -20; 11; -4; 1}
12n_805,{0; 6; 2; -8; 19; -27; 19; -8; 2}
12n_806,{0; 6; 4; -10; 12; -11; 12; -10; 4}
12n_807,{0; 6; 2; -8; 12; -13; 12; -8; 2}
12n_808,{0; 4; 2; -8; 11; -8; 2}
12n_809,{0; 4; 2; -4; 3; -4; 2}
12n_810,{0; 6; 2; -8; 12; -11; 12; -8; 2}
12n_811,{0; 6; 2; -7; 14; -17; 14; -7; 2}
12n_812,{0; 4; 1; -2; 3; -2; 1}
12n_813,{0; 6; 2; -9; 18; -23; 18; -9; 2}
12n_814,{0; 4; 6; -24; 35; -24; 6}
12n_815,{0; 4; 1; -2; 1; -2; 1}
12n_816,{0; 6; 2; -11; 26; -35; 26; -11; 2}
12n_817,{0; 6; 2; -6; 10; -13; 10; -6; 2}
12n_818,{0; 6; 1; -9; 22; -27; 22; -9; 1}
12n_819,{0; 6; 3; -12; 24; -29; 24; -12; 3}
12n_820,{0; 8; 1; -6; 12; -17; 19; -17; 12; -6; 1}
12n_821,{0; 8; 1; -3; 5; -6; 5; -6; 5; -3; 1}
12n_822,{0; 8; 1; -3; 6; -11; 13; -11; 6; -3; 1}
12n_823,{0; 6; 2; -12; 24; -29; 24; -12; 2}
12n_824,{0; 6; 2; -7; 14; -19; 14; -7; 2}
12n_825,{0; 6; 2; -6; 9; -11; 9; -6; 2}
12n_826,{0; 6; 1; -9; 24; -31; 24; -9; 1}
12n_827,{0; 8; 1; -5; 14; -25; 29; -25; 14; -5; 1}
12n_828,{0; 6; 3; -12; 24; -31; 24; -12; 3}
12n_829,{0; 8; 1; -5; 11; -18; 21; -18; 11; -5; 1}
12n_830,{0; 4; 2; -4; 5; -4; 2}
12n_831,{0; 8; 1; -5; 12; -20; 23; -20; 12; -5; 1}
12n_832,{0; 6; 3; -13; 23; -27; 23; -13; 3}
12n_833,{0; 6; 3; -11; 22; -27; 22; -11; 3}
12n_834,{0; 6; 2; -12; 26; -33; 26; -12; 2}
12n_835,{0; 6; 1; 0; -4; 7; -4; 0; 1}
12n_836,{0; 6; 2; -12; 27; -35; 27; -12; 2}
12n_837,{0; 8; 1; -7; 21; -35; 41; -35; 21; -7; 1}
12n_838,{0; 4; 1; -6; 11; -6; 1}
12n_839,{0; 8; 1; -7; 18; -23; 23; -23; 18; -7; 1}
12n_840,{0; 8; 1; -6; 16; -24; 25; -24; 16; -6; 1}
12n_841,{0; 6; 2; -9; 18; -23; 18; -9; 2}
12n_842,{0; 8; 1; -7; 21; -38; 47; -38; 21; -7; 1}
12n_843,{0; 6; 3; -15; 34; -43; 34; -15; 3}
12n_844,{0; 6; 3; -12; 16; -13; 16; -12; 3}
12n_845,{0; 6; 3; -12; 22; -25; 22; -12; 3}
12n_846,{0; 4; 5; -20; 31; -20; 5}
12n_847,{0; 6; 1; -7; 18; -23; 18; -7; 1}
12n_848,{0; 8; 1; -5; 12; -16; 17; -16; 12; -5; 1}
12n_849,{0; 6; 3; -17; 37; -47; 37; -17; 3}
12n_850,{0; 8; 1; 0; -2; 4; -5; 4; -2; 0; 1}
12n_851,{0; 6; 2; -1; -3; 5; -3; -1; 2}
12n_852,{0; 8; 1; -5; 14; -26; 33; -26; 14; -5; 1}
12n_853,{0; 6; 3; -13; 28; -37; 28; -13; 3}
12n_854,{0; 6; 3; -14; 33; -43; 33; -14; 3}
12n_855,{0; 6; 3; -10; 18; -23; 18; -10; 3}
12n_856,{0; 4; 5; -14; 17; -14; 5}
12n_857,{0; 8; 1; -6; 17; -29; 33; -29; 17; -6; 1}
12n_858,{0; 6; 2; -11; 26; -33; 26; -11; 2}
12n_859,{0; 8; 1; -6; 16; -31; 41; -31; 16; -6; 1}
12n_860,{0; 6; 3; -15; 33; -41; 33; -15; 3}
12n_861,{0; 6; 2; -9; 22; -29; 22; -9; 2}
12n_862,{0; 6; 3; -13; 29; -37; 29; -13; 3}
12n_863,{0; 6; 3; -16; 33; -41; 33; -16; 3}
12n_864,{0; 8; 1; -5; 15; -28; 33; -28; 15; -5; 1}
12n_865,{0; 8; 1; -4; 11; -21; 25; -21; 11; -4; 1}
12n_866,{0; 8; 1; -5; 15; -30; 39; -30; 15; -5; 1}
12n_867,{0; 6; 2; -14; 31; -39; 31; -14; 2}
12n_868,{0; 4; 2; -8; 13; -8; 2}
12n_869,{0; 6; 2; -12; 32; -43; 32; -12; 2}
12n_870,{0; 6; 1; -3; 5; -7; 5; -3; 1}
12n_871,{0; 6; 1; -9; 29; -41; 29; -9; 1}
12n_872,{0; 8; 1; -6; 16; -27; 31; -27; 16; -6; 1}
12n_873,{0; 8; 1; -5; 10; -16; 21; -16; 10; -5; 1}
12n_874,{0; 8; 1; -5; 14; -26; 31; -26; 14; -5; 1}
12n_875,{0; 8; 1; -4; 11; -21; 25; -21; 11; -4; 1}
12n_876,{0; 6; 2; -8; 18; -25; 18; -8; 2}
12n_877,{0; 8; 1; -7; 20; -32; 35; -32; 20; -7; 1}
12n_878,{0; 6; 1; -11; 34; -47; 34; -11; 1}
12n_879,{0; 8; 1; -6; 17; -30; 35; -30; 17; -6; 1}
12n_880,{0; 6; 3; -14; 30; -39; 30; -14; 3}
12n_881,{0; 4; 9; -30; 43; -30; 9}
12n_882,{0; 8; 1; -6; 13; -19; 21; -19; 13; -6; 1}
12n_883,{0; 6; 3; -12; 22; -25; 22; -12; 3}
12n_884,{0; 4; 5; -20; 31; -20; 5}
12n_885,{0; 6; 2; -13; 35; -49; 35; -13; 2}
12n_886,{0; 6; 2; -13; 38; -53; 38; -13; 2}
12n_887,{0; 8; 1; -6; 16; -25; 29; -25; 16; -6; 1}
12n_888,{0; 10; 1; -1; -1; 6; -11; 13; -11; 6; -1; -1; 1}
13a_1,
13a_2,
13a_3,
13a_4,
13a_5,
13a_6,
13a_7,
13a_8,
13a_9,
13a_10,
13a_11,
13a_12,
13a_13,
13a_14,
13a_15,
13a_16,
13a_17,
13a_18,
13a_19,
13a_20,
13a_21,
13a_22,
13a_23,
13a_24,
13a_25,
13a_26,
13a_27,
13a_28,
13a_29,
13a_30,
13a_31,
13a_32,
13a_33,
13a_34,
13a_35,
13a_36,
13a_37,
13a_38,
13a_39,
13a_40,
13a_41,
13a_42,
13a_43,
13a_44,
13a_45,
13a_46,
13a_47,
13a_48,
13a_49,
13a_50,
13a_51,
13a_52,
13a_53,
13a_54,
13a_55,
13a_56,
13a_57,
13a_58,
13a_59,
13a_60,
13a_61,
13a_62,
13a_63,
13a_64,
13a_65,
13a_66,
13a_67,
13a_68,
13a_69,
13a_70,
13a_71,
13a_72,
13a_73,
13a_74,
13a_75,
13a_76,
13a_77,
13a_78,
13a_79,
13a_80,
13a_81,
13a_82,
13a_83,
13a_84,
13a_85,
13a_86,
13a_87,
13a_88,
13a_89,
13a_90,
13a_91,
13a_92,
13a_93,
13a_94,
13a_95,
13a_96,
13a_97,
13a_98,
13a_99,
13a_100,
13a_101,
13a_102,
13a_103,
13a_104,
13a_105,
13a_106,
13a_107,
13a_108,
13a_109,
13a_110,
13a_111,
13a_112,
13a_113,
13a_114,
13a_115,
13a_116,
13a_117,
13a_118,
13a_119,
13a_120,
13a_121,
13a_122,
13a_123,
13a_124,
13a_125,
13a_126,
13a_127,
13a_128,
13a_129,
13a_130,
13a_131,
13a_132,
13a_133,
13a_134,
13a_135,
13a_136,
13a_137,
13a_138,
13a_139,
13a_140,
13a_141,
13a_142,
13a_143,
13a_144,
13a_145,
13a_146,
13a_147,
13a_148,
13a_149,
13a_150,
13a_151,
13a_152,
13a_153,
13a_154,
13a_155,
13a_156,
13a_157,
13a_158,
13a_159,
13a_160,
13a_161,
13a_162,
13a_163,
13a_164,
13a_165,
13a_166,
13a_167,
13a_168,
13a_169,
13a_170,
13a_171,
13a_172,
13a_173,
13a_174,
13a_175,
13a_176,
13a_177,
13a_178,
13a_179,
13a_180,
13a_181,
13a_182,
13a_183,
13a_184,
13a_185,
13a_186,
13a_187,
13a_188,
13a_189,
13a_190,
13a_191,
13a_192,
13a_193,
13a_194,
13a_195,
13a_196,
13a_197,
13a_198,
13a_199,
13a_200,
13a_201,
13a_202,
13a_203,
13a_204,
13a_205,
13a_206,
13a_207,
13a_208,
13a_209,
13a_210,
13a_211,
13a_212,
13a_213,
13a_214,
13a_215,
13a_216,
13a_217,
13a_218,
13a_219,
13a_220,
13a_221,
13a_222,
13a_223,
13a_224,
13a_225,
13a_226,
13a_227,
13a_228,
13a_229,
13a_230,
13a_231,
13a_232,
13a_233,
13a_234,
13a_235,
13a_236,
13a_237,
13a_238,
13a_239,
13a_240,
13a_241,
13a_242,
13a_243,
13a_244,
13a_245,
13a_246,
13a_247,
13a_248,
13a_249,
13a_250,
13a_251,
13a_252,
13a_253,
13a_254,
13a_255,
13a_256,
13a_257,
13a_258,
13a_259,
13a_260,
13a_261,
13a_262,
13a_263,
13a_264,
13a_265,
13a_266,
13a_267,
13a_268,
13a_269,
13a_270,
13a_271,
13a_272,
13a_273,
13a_274,
13a_275,
13a_276,
13a_277,
13a_278,
13a_279,
13a_280,
13a_281,
13a_282,
13a_283,
13a_284,
13a_285,
13a_286,
13a_287,
13a_288,
13a_289,
13a_290,
13a_291,
13a_292,
13a_293,
13a_294,
13a_295,
13a_296,
13a_297,
13a_298,
13a_299,
13a_300,
13a_301,
13a_302,
13a_303,
13a_304,
13a_305,
13a_306,
13a_307,
13a_308,
13a_309,
13a_310,
13a_311,
13a_312,
13a_313,
13a_314,
13a_315,
13a_316,
13a_317,
13a_318,
13a_319,
13a_320,
13a_321,
13a_322,
13a_323,
13a_324,
13a_325,
13a_326,
13a_327,
13a_328,
13a_329,
13a_330,
13a_331,
13a_332,
13a_333,
13a_334,
13a_335,
13a_336,
13a_337,
13a_338,
13a_339,
13a_340,
13a_341,
13a_342,
13a_343,
13a_344,
13a_345,
13a_346,
13a_347,
13a_348,
13a_349,
13a_350,
13a_351,
13a_352,
13a_353,
13a_354,
13a_355,
13a_356,
13a_357,
13a_358,
13a_359,
13a_360,
13a_361,
13a_362,
13a_363,
13a_364,
13a_365,
13a_366,
13a_367,
13a_368,
13a_369,
13a_370,
13a_371,
13a_372,
13a_373,
13a_374,
13a_375,
13a_376,
13a_377,
13a_378,
13a_379,
13a_380,
13a_381,
13a_382,
13a_383,
13a_384,
13a_385,
13a_386,
13a_387,
13a_388,
13a_389,
13a_390,
13a_391,
13a_392,
13a_393,
13a_394,
13a_395,
13a_396,
13a_397,
13a_398,
13a_399,
13a_400,
13a_401,
13a_402,
13a_403,
13a_404,
13a_405,
13a_406,
13a_407,
13a_408,
13a_409,
13a_410,
13a_411,
13a_412,
13a_413,
13a_414,
13a_415,
13a_416,
13a_417,
13a_418,
13a_419,
13a_420,
13a_421,
13a_422,
13a_423,
13a_424,
13a_425,
13a_426,
13a_427,
13a_428,
13a_429,
13a_430,
13a_431,
13a_432,
13a_433,
13a_434,
13a_435,
13a_436,
13a_437,
13a_438,
13a_439,
13a_440,
13a_441,
13a_442,
13a_443,
13a_444,
13a_445,
13a_446,
13a_447,
13a_448,
13a_449,
13a_450,
13a_451,
13a_452,
13a_453,
13a_454,
13a_455,
13a_456,
13a_457,
13a_458,
13a_459,
13a_460,
13a_461,
13a_462,
13a_463,
13a_464,
13a_465,
13a_466,
13a_467,
13a_468,
13a_469,
13a_470,
13a_471,
13a_472,
13a_473,
13a_474,
13a_475,
13a_476,
13a_477,
13a_478,
13a_479,
13a_480,
13a_481,
13a_482,
13a_483,
13a_484,
13a_485,
13a_486,
13a_487,
13a_488,
13a_489,
13a_490,
13a_491,
13a_492,
13a_493,
13a_494,
13a_495,
13a_496,
13a_497,
13a_498,
13a_499,
13a_500,
13a_501,
13a_502,
13a_503,
13a_504,
13a_505,
13a_506,
13a_507,
13a_508,
13a_509,
13a_510,
13a_511,
13a_512,
13a_513,
13a_514,
13a_515,
13a_516,
13a_517,
13a_518,
13a_519,
13a_520,
13a_521,
13a_522,
13a_523,
13a_524,
13a_525,
13a_526,
13a_527,
13a_528,
13a_529,
13a_530,
13a_531,
13a_532,
13a_533,
13a_534,
13a_535,
13a_536,
13a_537,
13a_538,
13a_539,
13a_540,
13a_541,
13a_542,
13a_543,
13a_544,
13a_545,
13a_546,
13a_547,
13a_548,
13a_549,
13a_550,
13a_551,
13a_552,
13a_553,
13a_554,
13a_555,
13a_556,
13a_557,
13a_558,
13a_559,
13a_560,
13a_561,
13a_562,
13a_563,
13a_564,
13a_565,
13a_566,
13a_567,
13a_568,
13a_569,
13a_570,
13a_571,
13a_572,
13a_573,
13a_574,
13a_575,
13a_576,
13a_577,
13a_578,
13a_579,
13a_580,
13a_581,
13a_582,
13a_583,
13a_584,
13a_585,
13a_586,
13a_587,
13a_588,
13a_589,
13a_590,
13a_591,
13a_592,
13a_593,
13a_594,
13a_595,
13a_596,
13a_597,
13a_598,
13a_599,
13a_600,
13a_601,
13a_602,
13a_603,
13a_604,
13a_605,
13a_606,
13a_607,
13a_608,
13a_609,
13a_610,
13a_611,
13a_612,
13a_613,
13a_614,
13a_615,
13a_616,
13a_617,
13a_618,
13a_619,
13a_620,
13a_621,
13a_622,
13a_623,
13a_624,
13a_625,
13a_626,
13a_627,
13a_628,
13a_629,
13a_630,
13a_631,
13a_632,
13a_633,
13a_634,
13a_635,
13a_636,
13a_637,
13a_638,
13a_639,
13a_640,
13a_641,
13a_642,
13a_643,
13a_644,
13a_645,
13a_646,
13a_647,
13a_648,
13a_649,
13a_650,
13a_651,
13a_652,
13a_653,
13a_654,
13a_655,
13a_656,
13a_657,
13a_658,
13a_659,
13a_660,
13a_661,
13a_662,
13a_663,
13a_664,
